@relation activation3-weka.filters.unsupervised.attribute.NumericToNominal-Rlast
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute 18 numeric
@attribute 19 numeric
@attribute 20 numeric
@attribute 21 numeric
@attribute 22 numeric
@attribute 23 numeric
@attribute 24 numeric
@attribute 25 numeric
@attribute 26 numeric
@attribute 27 numeric
@attribute 28 numeric
@attribute 29 numeric
@attribute 30 numeric
@attribute 31 numeric
@attribute 32 numeric
@attribute 33 numeric
@attribute 34 numeric
@attribute 35 numeric
@attribute 36 numeric
@attribute 37 numeric
@attribute 38 numeric
@attribute 39 numeric
@attribute 40 numeric
@attribute 41 numeric
@attribute 42 numeric
@attribute 43 numeric
@attribute 44 numeric
@attribute 45 numeric
@attribute 46 numeric
@attribute 47 numeric
@attribute 48 numeric
@attribute 49 numeric
@attribute 50 {1,-1}

@data
115.67,89.966,49.12,182.3,579.01,123.09,7.2738,-0.016646,0.054089,0.89921,2.9864,0.85727,1.4005,0.97002,0.89427,0.85397,0.73863,0.6353,0.55778,0.46552,0.41633,0.29063,0.12336,-0.0009201,0.00098299,0.00065708,-0.00036298,-0.00030742,-2.2916e-05,-0.00018502,6.0709e-05,8.6759e-06,-0.00027379,-0.00029937,0.00010074,0.00019658,7.9237e-05,6.2541e-05,-4.75e-05,-4.2952e-05,0.00011426,3.9525e-06,-4.6451e-05,-4.3558e-05,2.4373e-06,5.79e-05,-4.657e-05,-6.0755e-05,2.5253e-05,1
169.17,133.21,69.033,269.47,268.45,90.333,4.6208,-0.0004159,0.079442,0.5853,3.5568,1.1206,1.3568,0.97783,1.0092,0.85476,0.70172,0.56938,0.55282,0.52151,0.44602,0.30654,0.17384,-0.00032311,2.1617e-05,-0.00022064,-0.00011035,-6.1397e-05,-0.00015235,-0.00027626,-0.00015592,7.2795e-05,9.7631e-05,0.00015606,0.00016532,0.00014134,5.6248e-05,-1.9743e-05,-1.9147e-05,1.0145e-05,2.1118e-05,-1.4892e-06,-3.7309e-07,-4.9308e-06,-2.9125e-05,-2.782e-05,-2.672e-05,-3.3721e-05,-3.9894e-05,1
229.05,258.46,63.797,394.6,760.27,112.31,6.7312,0.027738,0.038598,0.86263,2.5809,0.53432,1.4781,0.83298,0.9845,0.72755,0.68143,0.55246,0.59294,0.39921,0.41283,0.31699,0.2178,-0.00020095,0.0003265,-0.00056624,-0.00028006,-0.00039608,-7.9233e-05,-0.00020007,-0.00011859,-0.00019867,-1.2136e-05,-9.6093e-07,-4.8242e-05,-0.00015764,0.00021828,-3.2114e-05,0.00013528,6.7685e-05,4.4364e-05,-8.885e-06,-2.0946e-05,3.4362e-05,5.8597e-05,-1.9594e-05,-3.3831e-06,4.7453e-06,2.8111e-05,-1
79.294,63.317,37.23,121.41,683.69,98.959,5.9676,-0.011681,0.049879,0.83543,2.0961,1.0863,1.1266,0.91288,0.97324,0.89785,0.72684,0.63342,0.49508,0.54519,0.39675,0.30491,0.17484,0.00076473,0.00010079,0.00033184,-6.7386e-05,0.0001897,-5.5022e-05,-0.00028668,-6.8571e-05,-5.7439e-06,-0.00017291,-0.00013711,6.5654e-05,-0.0001565,-0.00015221,-7.0054e-05,-6.4754e-05,-3.3408e-05,-5.5074e-05,1.5558e-05,6.1244e-05,-1.318e-05,4.5979e-06,2.0956e-05,3.6212e-06,-1.1037e-05,3.8427e-06,-1
107.34,113.22,31.095,183.69,891.35,131.54,5.2309,0.015922,0.027736,0.97536,2.7078,1.0843,1.4124,0.94222,0.9557,0.72266,0.73998,0.6447,0.57784,0.44465,0.36013,0.35359,0.194,-0.0010847,-9.0694e-05,-0.00022394,-9.1862e-05,0.00012186,2.6454e-05,-0.00013038,9.6813e-05,-4.9858e-05,9.15e-05,-0.00019503,5.8913e-05,-0.00013523,0.00012306,8.9865e-05,-2.6654e-05,3.9145e-05,9.5397e-05,-7.0194e-06,1.2129e-05,3.2777e-05,1.6492e-05,-1.07e-06,6.4808e-06,-3.9906e-06,3.3898e-06,-1
83.45,50.339,45.34,121.61,585.19,137.64,7.1779,-0.0026763,0.13878,0.97461,2.3192,1.0094,1.0875,0.92351,0.9873,0.73378,0.84705,0.70512,0.58349,0.35476,0.42611,0.38704,0.10536,-0.00051745,-0.0010518,-0.0001004,7.7586e-05,-0.00058663,-0.00036148,0.00048858,6.8371e-05,-5.2443e-05,-0.00069042,5.02e-05,-1.2431e-05,-0.00059271,-0.00042077,0.00017299,-0.00010803,-2.4237e-06,-5.0893e-05,-7.8387e-05,1.298e-05,0.00012734,4.4857e-05,2.5952e-05,-7.7868e-05,-5.584e-05,-2.3294e-05,-1
239.62,236.03,73.322,406.08,1102,118.34,6.6857,0.0087066,0.059239,0.69291,3.3282,1.2196,1.2847,0.98129,0.97773,0.79014,0.73223,0.62449,0.57377,0.47674,0.4292,0.32724,0.26556,-0.00046537,4.718e-05,9.2689e-05,-8.2116e-05,0.00027023,2.8741e-05,-0.00010851,-0.00029348,0.00047971,-0.00032984,0.00019003,-0.00014299,-5.0689e-05,-0.00017382,6.9861e-05,2.0319e-05,-9.9292e-06,4.3054e-05,3.0845e-05,-3.2754e-05,-1.8457e-06,1.6091e-05,-5.5787e-05,4.0799e-05,-1.1477e-05,-6.4636e-06,1
297.63,436.76,28.834,566.97,1671.9,124.76,6.3272,-0.027545,0.032891,0.97265,2.3647,1.2469,1.2817,0.88168,0.99525,0.74733,0.8556,0.59718,0.60067,0.46582,0.30866,0.30549,0.2818,-0.0010283,-9.5368e-05,0.0002736,-0.00019338,1.7494e-05,-1.2561e-05,-0.00016381,-2.1429e-05,9.1633e-06,-0.00010693,-0.0003131,-7.8255e-05,0.00018622,0.00014394,-0.00015575,7.8211e-05,-0.00011372,-0.00010603,-6.7767e-05,-3.8204e-05,-4.3473e-05,-1.0788e-05,-6.2148e-05,3.7691e-05,2.2759e-06,3.5352e-06,-1
173.09,137.5,64.3,282,800.86,107.17,6.7346,0.023408,0.080666,0.78798,2.464,0.67842,1.299,0.75879,1.0231,0.64924,0.87959,0.59892,0.6189,0.38062,0.34133,0.39405,0.11126,-0.00050122,2.4611e-05,-0.000177,-0.00035702,0.00022936,-0.00025306,2.9532e-05,-0.00021106,-0.00022309,6.3477e-05,6.4991e-07,0.00020587,-6.1231e-05,-1.5253e-05,2.818e-06,5.17e-05,-3.9695e-05,2.3403e-05,-1.5534e-05,8.6667e-06,6.404e-05,1.2926e-06,-2.5972e-05,-1.438e-05,-8.1709e-05,2.8086e-05,1
109.62,91.723,48.592,170.71,466.97,107.73,7.8513,-0.001003,0.050357,0.98666,2.895,1.0642,1.1383,0.89568,0.94929,0.74894,0.74955,0.65231,0.57197,0.46564,0.3718,0.34514,0.23318,8.4868e-05,0.00028405,5.269e-05,0.00015645,0.00019987,0.00014037,-6.0547e-06,5.5786e-05,-0.00011398,-0.00014119,6.1549e-05,3.2967e-06,2.8923e-05,-1.3841e-05,0.00014316,4.6593e-05,2.3705e-05,5.6838e-05,5.1802e-05,4.9344e-05,1.5533e-05,4.802e-05,3.3081e-05,-9.2076e-06,-2.0458e-05,1.3024e-05,-1
141.09,97.277,67.123,215.16,553.91,129.7,7.2187,-0.011565,0.044625,0.43887,3.2489,0.40098,1.1516,1.0136,0.95446,0.76716,0.60827,0.63885,0.60603,0.53347,0.41081,0.21041,0.28712,0.00040311,-0.0015307,-0.00039255,0.00013972,0.00020741,-5.9951e-05,-0.00028887,0.0001717,0.00038489,0.00028938,8.8876e-05,-0.00028207,-9.0159e-05,4.3561e-05,-5.1169e-05,-2.1781e-05,-6.1908e-05,-7.7649e-05,-9.1433e-06,-3.2998e-06,-1.7862e-05,1.0895e-05,5.035e-05,2.7535e-05,3.4795e-06,2.8523e-05,1
530.29,196.5,372.45,688.15,527.31,116.84,5.8214,0.0031049,0.018158,1.0081,2.0864,-0.53867,1.4921,0.94148,0.97983,0.80342,0.72975,0.63604,0.58083,0.40375,0.48514,0.23913,0.1665,-0.0001749,0.0023766,-0.00016142,-0.00012542,-0.00043395,-0.0001947,0.00011539,0.00011419,-0.00011538,9.2456e-05,-3.2613e-05,0.00019143,6.5877e-05,0.00010882,0.00010334,5.322e-05,6.4824e-06,4.5087e-05,6.2243e-05,-3.64e-06,4.2647e-05,1.0861e-05,3.1903e-05,1.992e-05,1.4127e-05,-2.8551e-05,-1
268.23,390.6,55.675,481.13,1548,146.59,6.8198,0.00035796,0.035921,0.9116,2.6862,1.2013,1.249,0.93267,0.96413,0.71958,0.77374,0.63177,0.57653,0.40719,0.41969,0.31009,0.26757,9.6658e-05,0.0001468,-0.00014017,6.0521e-05,2.1755e-05,-5.0373e-05,4.1595e-06,-9.2996e-05,1.2541e-05,-4.5386e-05,1.7778e-05,-7.2375e-05,-2.5477e-05,-6.0601e-05,1.7296e-05,-3.1734e-05,6.0313e-06,-1.3974e-05,-1.1058e-05,8.2123e-06,7.0479e-07,2.5807e-06,-1.7144e-05,-6.7024e-06,3.0925e-06,6.6319e-06,-1
187.2,156.73,70.565,303.94,1429.6,114.53,5.4756,-0.03099,0.043316,0.76915,3.1509,1.2985,1.4379,1.03,0.99379,0.8749,0.75663,0.6453,0.51263,0.40923,0.35276,0.2365,0.14128,0.0012665,-0.00077994,0.0002394,3.2319e-05,-0.00023186,0.00016633,-0.00015329,0.00020139,-0.00014712,-7.2141e-05,0.00012423,6.6887e-05,-0.00015233,-0.00029974,8.6667e-05,-6.9084e-05,-3.702e-05,1.1476e-05,-9.2627e-05,2.2307e-05,1.3957e-05,-5.6835e-06,-3.7891e-05,3.0862e-05,3.608e-06,1.1589e-05,1
72.757,123.84,8.2426,137.43,1654.2,197.47,7.1556,-0.031536,0.043258,1.0073,3.3944,1.2984,1.2838,0.99374,0.95022,0.78938,0.74488,0.64771,0.57577,0.47998,0.40932,0.30886,0.23055,0.00073253,0.0004884,0.00036932,0.00028773,9.7097e-05,2.8678e-05,0.00016944,0.00016961,0.00012521,5.1902e-05,-2.714e-05,0.00019432,0.0001304,0.00011046,2.6909e-05,-7.7818e-07,1.7085e-05,3.4874e-05,4.4014e-05,7.9845e-06,-6.4995e-06,3.1458e-05,3.4811e-05,3.7716e-05,-8.3485e-06,-7.6486e-06,1
172.5,208.27,51.768,293.36,837.57,172.01,4.579,-0.0010767,0.073648,0.90653,2.7846,0.84336,1.3419,0.94354,0.87999,0.82557,0.71311,0.55958,0.54542,0.48348,0.31619,0.32961,0.25907,-0.00029929,2.3306e-05,-5.4583e-05,3.8245e-06,-4.612e-05,-4.3959e-05,6.2486e-06,-2.3096e-05,-3.2071e-06,-1.1539e-05,1.1248e-05,6.6281e-05,-1.5744e-05,-3.4682e-05,3.8766e-05,1.1184e-05,2.1759e-05,6.7896e-06,2.8045e-06,1.4306e-05,2.4739e-06,6.7889e-06,2.7492e-06,-2.6656e-06,1.0249e-05,-1.4266e-05,-1
111.65,84.956,52.509,170.86,522.18,116.18,8.1703,0.0093373,0.070045,0.91474,2.8698,1.1428,1.2089,0.93477,0.8689,0.74502,0.83484,0.61918,0.55033,0.48621,0.38831,0.33721,0.23806,0.00020568,0.00016538,-0.00035014,3.414e-07,0.00011626,-8.1919e-06,-0.00010047,-3.1516e-05,0.00014744,-0.00012133,-7.217e-05,7.2659e-06,-1.4823e-05,-5.1338e-05,9.6683e-06,-2.6664e-05,1.9977e-05,-1.1846e-05,2.3032e-05,-2.2582e-06,-4.4619e-05,-2.194e-05,-1.3669e-05,8.5467e-06,-2.8098e-07,4.3876e-06,-1
246.98,224.26,82.373,411.76,586.86,136.51,6.363,-0.0010092,0.025282,1.0214,2.9557,1.091,1.3193,0.81966,0.94131,0.82512,0.72512,0.58513,0.6097,0.46529,0.40817,0.32666,0.23181,-0.00052411,-5.3357e-05,-3.0175e-05,-9.8972e-05,-0.00037716,-0.00028126,-9.45e-05,-6.0861e-06,-2.4453e-05,-0.00013416,-6.6226e-05,-2.208e-06,8.3179e-05,-4.0331e-05,-3.5155e-06,-7.6523e-05,8.3522e-05,2.5956e-05,-4.6471e-05,7.9521e-07,-2.8184e-05,9.608e-06,5.5126e-05,4.7679e-06,-4.6661e-05,2.6442e-05,-1
138.48,109.15,68.599,208.45,718.35,97.332,6.0059,-0.020799,0.035319,0.62132,3.349,1.0764,1.2951,0.9389,0.99405,0.82353,0.76283,0.61877,0.59874,0.52903,0.43072,0.30835,0.28543,-0.00040444,-0.00029039,-0.00017913,-0.00023982,-4.6924e-05,-6.5108e-05,-5.3112e-05,-0.00010244,1.7705e-05,-7.5921e-05,-9.342e-06,8.6749e-05,7.5291e-05,9.9479e-05,9.1872e-05,7.2725e-05,4.7231e-06,4.1763e-06,3.0711e-05,-2.1668e-05,-1.5294e-05,-8.7838e-06,-3.3993e-05,1.3801e-05,-5.859e-06,-3.9817e-05,-1
299.9,206.27,143,456.94,858.47,126.46,5.2236,0.024639,0.051873,0.95871,2.2675,1.188,1.4407,0.89105,0.91114,0.8224,0.72193,0.59223,0.62062,0.3827,0.33192,0.33396,0.12774,-0.0013521,0.0010327,-0.00038537,0.00029146,5.8031e-05,0.00011685,-3.1908e-05,0.0002057,-0.00014633,0.00012379,-9.5484e-05,6.1798e-05,-7.577e-05,-0.00019656,0.00024413,-8.3972e-05,4.3193e-05,1.3167e-05,4.8796e-05,-2.7777e-05,7.9766e-05,-7.1515e-05,9.7263e-06,-2.8932e-05,2.9725e-05,-2.1743e-05,-1
49.77,56.499,10.303,89.318,582.73,150.39,7.737,-0.00072024,0.057574,0.63543,3.548,1.0267,1.3438,0.96117,0.86746,0.73378,0.67659,0.67196,0.58099,0.42597,0.32828,0.26558,0.19804,0.00016883,3.2549e-05,-0.00014925,-0.00018467,-0.00031391,7.4341e-05,0.00018595,-6.7287e-05,-0.00014144,3.432e-05,0.0002068,0.00017733,-8.9951e-05,-3.1529e-05,-1.3559e-05,4.6008e-05,2.6794e-05,3.8387e-05,2.983e-05,-1.5143e-05,7.9837e-06,4.4829e-05,-1.9606e-05,-3.4059e-05,4.6871e-06,3.9916e-05,1
604.98,324.06,349.49,860.56,367.62,82.189,5.8461,0.0034439,0.028132,1.0342,2.1348,0.77117,1.8683,0.59321,0.94666,0.83036,0.7776,0.55713,0.58265,0.51815,0.3318,0.26045,0.26881,-0.00073711,-0.00064415,0.00084219,-0.00011011,-7.7984e-05,0.00026649,-0.00010224,-2.876e-05,0.00012053,0.00014312,-4.6716e-05,-0.00011094,5.1181e-05,-3.2469e-06,-8.1527e-05,-9.5268e-06,3.5224e-05,-8.0664e-05,-4.9345e-06,-3.079e-07,-3.8905e-05,2.9047e-05,5.4732e-07,8.5932e-06,-9.0396e-06,-1.3128e-05,-1
93.599,158.96,17.58,169.81,951.16,139.92,6.894,-0.0011086,0.061611,0.88705,2.7344,1.0901,1.1703,0.84969,1.0872,0.82043,0.64555,0.62205,0.49703,0.5594,0.46307,0.36215,0.26044,0.0012613,0.0005694,3.1155e-05,-0.00023922,-0.00083372,-0.00021159,-1.285e-05,0.00015427,0.0001372,0.00020724,-0.00035561,-0.00031175,0.00038541,-0.00022488,-0.00023395,-1.7588e-05,-4.0104e-05,4.0423e-05,-4.278e-05,1.5416e-05,-3.2129e-05,-6.3354e-05,-3.0191e-05,-1.6614e-05,5.0425e-05,-2.6732e-05,1
291.64,189.29,154.83,428.62,412.76,105.98,4.9716,-0.0039468,0.041039,0.82732,2.84,1.1807,1.245,0.90948,1.0479,0.6561,0.87136,0.68435,0.61036,0.44911,0.3447,0.19841,0.061972,-0.00019547,-0.00038474,0.00027234,0.00039946,-8.3375e-05,0.00015411,-4.1556e-05,-0.00036466,-0.00015582,3.2157e-05,0.00037501,-0.00022042,7.2101e-05,-7.1454e-05,-3.8339e-05,1.3582e-05,-5.3051e-05,4.2586e-05,-5.601e-05,7.3542e-05,-5.7048e-05,1.4e-05,8.1238e-06,5.6918e-05,-1.9419e-05,-4.4616e-05,-1
154.53,229.43,9.123,300.34,1434,161.68,6.7396,-0.012114,0.065841,1.048,2.6854,0.78108,1.3331,0.87339,1.0629,0.6767,0.88756,0.53259,0.43823,0.52213,0.46507,0.25548,0.16908,-0.00029532,-0.00037543,-0.0003737,-0.00028131,2.116e-05,2.3244e-05,1.645e-05,-0.00013809,0.00012764,0.00018899,-7.6304e-05,5.2057e-06,7.4454e-05,-0.00022353,-0.00011049,2.067e-05,-2.5828e-05,-4.7605e-05,-3.9331e-06,-1.6806e-05,-5.8852e-05,7.0911e-06,5.6412e-06,3.0763e-05,1.2785e-05,-6.4631e-06,1
121.7,268.42,31.607,211.91,923.35,130.99,5.8148,-0.00092219,0.051469,0.6707,3.2576,1.0364,1.2062,0.85942,0.95845,0.78011,0.60725,0.61515,0.53721,0.46807,0.38321,0.29556,0.22899,-7.2415e-05,-0.00012107,-0.00019628,-0.00014644,-0.00013158,-7.2868e-05,-0.00012298,-4.98e-05,-1.8792e-05,-2.2432e-05,-3.7672e-05,5.5098e-05,9.7321e-05,-1.9755e-05,2.2493e-05,-5.0189e-05,6.403e-06,-1.0103e-05,-3.8463e-05,2.5114e-05,-2.0498e-05,3.6632e-05,3.9672e-05,-6.6096e-06,4.3025e-05,6.7178e-06,1
281.73,140.1,177.98,385.55,379.65,107.55,5.2118,-0.043935,0.066784,0.65643,2.3791,0.61195,1.0205,0.9412,1.1906,0.83675,0.74889,0.44017,0.42834,0.61881,0.51572,0.30227,0.20005,-0.00098437,-0.00054009,-7.1963e-05,-0.00013756,-0.00018908,-0.00028708,7.7429e-05,0.00042719,-0.00015596,-0.00034009,-9.4302e-05,0.00021722,0.00029712,-0.00026067,5.7064e-05,2.8284e-05,5.8652e-05,4.8096e-05,1.9453e-05,6.4366e-05,3.0299e-05,-2.645e-05,4.2396e-05,-5.2068e-05,-2.3795e-05,-1.6201e-05,-1
349.64,301.12,134.78,564.76,1070,122.92,7.0634,0.0069706,0.032951,0.95636,2.8584,1.0541,1.2837,1.0037,0.9151,0.78219,0.72607,0.61225,0.55894,0.49396,0.38029,0.29018,0.2945,0.001658,6.0185e-05,0.00084439,0.00019183,0.00049429,0.00015546,0.00015561,0.00017047,0.00021921,9.1597e-05,-0.00038261,0.00034149,0.00032077,-0.00043533,-0.00016278,-0.00010749,5.9819e-05,5.6674e-05,-2.4587e-05,-4.6138e-05,-2.8669e-05,1.5358e-05,-1.2149e-05,6.335e-05,6.7155e-05,-8.6729e-05,-1
100.9,86.75,37.009,164.84,130.69,54.138,5.0626,-0.043094,0.026972,0.6063,3.2926,0.8052,1.3261,0.75422,0.67988,0.73475,0.75558,0.72832,0.72318,0.59527,0.40978,0.17455,0.13883,-0.00028345,0.00043701,0.00013509,0.00011216,-0.00022346,-2.8892e-05,0.00015957,0.00012133,8.2004e-05,-3.6252e-05,-5.8312e-05,-9.008e-05,2.1118e-05,-2.1776e-06,-7.3536e-07,1.9673e-05,5.081e-05,4.427e-05,3.4919e-05,1.2629e-05,8.8344e-06,1.6145e-05,2.9576e-05,4.1276e-05,-9.9437e-06,-4.0224e-05,-1
144.03,137.97,47.972,240.19,604.65,111.67,5.747,-0.0066374,0.054833,0.8431,2.7451,0.80517,1.32,0.94762,1.1029,0.72253,0.66583,0.72011,0.66281,0.39968,0.37463,0.35348,0.13721,-0.00067551,3.4985e-05,-0.00012454,-0.00033285,2.5273e-05,3.41e-05,7.2233e-05,-0.00014718,2.7881e-05,0.00011391,0.00011172,-5.0704e-06,0.00012575,-3.5289e-05,7.5359e-05,3.5438e-05,-6.3058e-05,2.7478e-06,4.9431e-05,4.5595e-05,-2.4853e-05,8.9893e-07,1.8346e-05,2.8723e-05,3.0584e-05,2.5634e-05,-1
