@relation activation1-weka.filters.unsupervised.attribute.NumericToNominal-Rlast
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 {1,-1}

@data
81.729,88.988,24.094,139.43,913.81,112.1,6.4981,-0.044515,0.061721,0.84319,-1
195.85,162.69,75.683,316.18,1004.1,167.58,8.0752,-0.035201,0.088233,0.86947,1
284.87,152.06,166.31,403.52,168.83,84.135,5.6344,0.032434,0.051471,0.74491,1
62.246,69.636,19.249,105.29,633.29,97.868,7.6771,-0.035153,0.082171,0.72093,1
185.1,127.63,87.458,282.86,1027.6,146.13,7.4687,0.022326,0.047937,0.89239,-1
231.57,147.46,118.9,344.39,1090.9,133.91,7.343,-0.0043255,0.09572,0.99013,-1
198.22,202.72,33.593,363.03,1113.9,174.87,6.7997,-0.0018443,0.026339,0.92696,1
106.09,101.74,38.837,173.46,666.81,112.19,6.5409,-0.022627,0.055222,0.85716,-1
295.56,213.62,133.29,458.01,739.43,108.5,7.3239,-0.0056915,0.057976,0.92932,-1
167.25,300.87,4.5936,330.38,1383.2,164.03,5.7449,0.0058395,0.05473,0.71918,1
113.82,237.41,22.421,205.4,620.07,85.813,7.5929,-0.022494,0.019687,0.85748,1
89.413,82.358,38.051,140.85,448.36,89.946,5.8122,-0.010236,0.046948,0.73226,-1
210.3,300.86,32.747,388.09,412.1,89.979,5.7159,0.044768,0.048101,0.75496,1
212.23,156.1,91.335,333.14,611.51,173.56,7.0334,0.010415,0.04103,0.9633,-1
190.6,138.3,81.083,300.24,849.89,181.6,6.8647,0.017726,0.078091,0.92942,1
79.059,107.05,20.944,137.25,899.44,106.84,5.8448,0.015195,0.0252,0.78877,1
277.97,256.14,100.93,455.27,286.77,100.74,4.3678,-0.0061105,0.062768,0.91835,-1
147.09,120.2,62.112,232.14,836.05,115.41,7.2203,0.0054536,0.065936,0.94973,1
107.34,113.22,31.095,183.69,891.35,131.54,5.2309,0.015922,0.027736,0.97536,-1
129.01,140.11,36.215,221.92,830.33,135.89,6.1252,-0.0010421,0.040514,0.98906,-1
136.29,150.3,46.957,225.8,1331.2,151.63,7.6358,-0.018125,0.054587,0.92578,1
170.37,150.67,70.583,270.37,728.15,126.03,6.4624,0.0001281,0.049164,0.77482,1
346.41,270.31,142.16,550.83,715.41,101.78,7.3421,-0.037743,0.054432,0.73102,1
497.01,350.04,239.5,754.81,438.79,106.46,6.5133,-0.016444,0.045312,0.85061,1
84.793,126.36,19.432,150.26,1267.3,128.65,6.3489,0.005076,0.058591,0.84241,1
121.06,131.76,29.627,212.65,831.84,141.5,6.1449,-0.022196,0.047167,0.50803,1
290.11,225.85,128.63,451.82,960.06,125.22,5.1273,-0.032485,0.070301,0.91386,-1
61.762,78.873,11.749,111.86,1390.2,126.94,6.1014,-0.024695,0.036491,0.88179,1
455.24,327.31,198.98,711.69,540.91,101.16,6.6812,-0.010275,0.061837,1.0619,-1
306.65,205.07,154.34,459.08,426.59,112.61,5.186,0.0027404,0.083672,0.87091,-1
378.5,279.73,155.65,601.66,698.1,171.55,7.0934,-0.01787,0.07263,1.0327,-1
164.21,161.77,58.134,270.42,817.28,112.66,8.0726,0.0034751,0.033817,0.90998,-1
239.62,236.03,73.322,406.08,1102,118.34,6.6857,0.0087066,0.059239,0.69291,1
249.93,159.59,124.45,375.54,708.08,136.08,6.3459,-0.031422,0.044179,0.97024,-1
298.77,234.7,127.61,470.09,638.12,101.79,7.3959,-0.034938,0.073459,0.95072,-1
321.86,260.72,141.33,502.61,679.36,111.06,6.2582,-0.027224,0.045115,0.97672,-1
143.23,124.8,48.697,237.87,924.24,127.37,7.1173,-0.020288,0.051914,0.98274,1
157.81,112.93,77.041,238.67,476.5,106.8,7.5009,-0.010339,0.038454,0.72565,1
247.24,210.86,103.59,391.11,374.36,97.225,7.3806,0.0021886,0.06387,0.91801,-1
101.29,107.7,30.582,172.09,952.22,109.46,6.015,0.012025,0.038573,0.96933,-1
81.616,85.522,23.958,139.36,904.13,136.89,5.7673,-0.01761,0.040527,0.74504,1
297.63,436.76,28.834,566.97,1671.9,124.76,6.3272,-0.027545,0.032891,0.97265,-1
68.777,82.438,17.431,120.19,1203.1,127.91,7.4131,-0.048775,0.07114,0.83987,1
74.03,94.416,17.974,130.25,1190.4,167.77,5.7312,-0.035598,0.053387,0.84056,1
244.25,243.46,58.609,430.25,806.72,171.68,6.1328,-0.01448,0.081008,0.85253,1
228.05,178.51,91.485,364.73,628.72,80.88,6.8024,-0.02693,0.033474,1.0171,-1
169.54,160.44,47.833,291.4,795.92,136.8,6.2451,0.013817,0.071065,0.97567,-1
287.08,220.51,113.68,460.58,792.8,115.57,7.5174,-0.012612,0.034071,0.93626,-1
28.613,34.899,7.5714,49.694,1295.6,125.37,5.9115,0.0016165,0.034605,0.87852,1
234.81,166.25,113.49,356.2,531.24,106.33,6.0663,-0.0079014,0.042916,0.89612,-1
147.93,139.63,55.735,240.26,993.9,130.17,7.3991,-0.012503,0.038917,0.90434,1
402.83,366.2,118.22,687.83,665.86,147.54,6.5386,-0.0035928,0.071881,0.91233,-1
172.91,162.55,55.076,290.85,445.23,106.75,6.1802,0.0068263,0.033948,0.87377,1
122.79,105.54,41.403,204.34,658.33,141.44,7.1214,-0.0026885,0.052063,0.87566,1
167.74,126.32,79.499,256.07,652.8,109.25,5.8261,0.013265,0.068526,0.95468,1
109.53,157.75,9.0505,210.14,768.23,119.51,6.5165,-0.0062679,0.052102,0.60171,1
59.626,75.695,15.653,103.66,582.38,127.11,7.097,-0.012916,0.038467,0.85143,1
105.81,98.193,36.479,175.25,589.09,120.62,7.6494,-0.03086,0.047405,0.88971,1
178.93,230.06,35.157,323.05,537.44,178.99,6.3804,0.036042,0.036513,0.79855,-1
193.59,181.14,68.52,318.77,565.14,135.15,6.9803,-0.021037,0.062029,0.8466,1
107.71,59.288,64.332,151.14,392.23,101.56,7.3882,0.042577,0.079104,0.94938,-1
287.33,251.41,108.67,466.2,667.07,110.06,6.2793,0.021186,0.033258,0.89321,-1
102.51,114.42,30.572,174.54,838.21,125.36,7.5468,-0.027392,0.059561,0.83301,1
109.62,91.723,48.592,170.71,466.97,107.73,7.8513,-0.001003,0.050357,0.98666,-1
85.454,140.18,15.075,155.96,899.65,119.53,6.1107,0.006339,0.026742,0.78925,1
58.355,60.525,20.441,96.32,636.51,104.2,7.3479,0.0048607,0.02506,0.62076,1
282.42,216.6,123.91,441.03,788.45,106.58,5.7259,-0.013898,0.053153,0.75258,1
120.58,153.88,19.942,221.44,1085.3,154,6.6785,-0.0026649,0.053033,0.96032,1
228.45,211.17,87.008,370.06,678.02,118.53,5.6745,0.01808,0.053721,0.88605,-1
76.293,103.08,15.149,137.57,757.09,159.19,6.644,-0.0081603,0.073702,0.70453,1
69.037,78.325,21.672,116.48,966.24,123.54,6.1169,-0.030873,0.042859,0.86094,1
85.894,93.016,28.826,143.09,829.13,171.13,7.5915,-0.069224,0.070855,0.76338,1
418.48,263.69,204.94,632.21,328.67,104.08,6.8921,0.0025505,0.051811,0.87443,-1
152.71,135.35,46.481,259,446.55,95.728,7.164,0.0082028,0.045479,0.87615,-1
164.68,123.71,76.065,253.35,949.44,101.77,6.6446,-0.020234,0.041459,0.99487,-1
210.4,181.8,82.104,338.85,795.05,110.48,6.2113,-0.037985,0.035152,1.0099,-1
447.02,351.17,190.27,704.2,562.88,156.95,9.0068,0.061288,0.039973,0.74507,-1
144.42,177.25,36.624,252.45,1013.7,149.09,5.5761,0.015987,0.042456,0.71618,1
281.73,140.1,177.98,385.55,379.65,107.55,5.2118,-0.043935,0.066784,0.65643,-1
297.66,195.54,157.37,438.1,760.46,158.46,8.1587,-0.060397,0.05241,0.8543,1
277.07,148.68,159.36,394.83,795.36,101.89,7.1455,-0.011158,0.04446,1.0494,-1
323.33,302.61,120.67,526.21,734.67,93.637,6.6258,-0.02967,0.033544,0.91073,-1
139.15,124.85,54.365,224.07,563.62,118.5,5.7762,-0.0024568,0.079553,1.0544,-1
58.613,45.724,25.078,92.189,500.54,94.775,8.5626,-0.022529,0.054747,0.84223,-1
155.2,150.15,57.835,252.7,778.23,89.617,7.0777,0.022764,0.035193,0.79237,1
204.35,180.12,66.258,342.66,468.17,131.43,7.8109,-0.038621,0.042499,0.75569,1
218.61,191.26,76.581,360.69,371.11,79.058,6.5845,-0.04291,0.048305,0.69054,1
298.24,245.87,120.95,475.77,711.81,152.23,7.5511,-0.018137,0.047735,0.91292,-1
200.11,144.71,86.712,313.58,832.61,91.312,7.5758,0.021976,0.040603,0.89654,-1
27.018,72.786,2.3702,51.713,788.94,173.75,6.7084,-0.0053214,0.011659,0.87909,1
97.292,129.6,29.381,165.38,511.92,133.51,8.9613,0.013163,0.032774,0.56289,1
173.19,130.92,71.238,275.23,823.44,156.52,7.7263,-0.050344,0.052108,1.0207,-1
231.98,138.32,124.02,340.03,538.85,160.39,6.6416,0.019097,0.078864,0.91615,-1
214.6,182.3,94.7,334.65,605.76,125.14,6.9466,0.024199,0.046136,0.80675,-1
263.06,252.75,95.416,430.9,953.74,102.63,5.6838,0.003462,0.048205,0.9391,1
299.9,206.27,143,456.94,858.47,126.46,5.2236,0.024639,0.051873,0.95871,-1
72.757,123.84,8.2426,137.43,1654.2,197.47,7.1556,-0.031536,0.043258,1.0073,1
334.45,441.27,44.917,624.8,725.51,184.32,6.7881,-0.053952,0.031943,0.82207,1
188.59,163.09,65.822,311.57,1358.2,185.26,5.6493,-0.0035463,0.084492,0.9543,-1
37.375,39.529,10.925,63.859,562.53,196.46,9.7322,-0.028103,0.044539,0.73154,1
92.126,68.303,42.918,141.38,1061.7,109.81,7.5285,-0.043435,0.047971,0.93316,-1
147.98,205.61,29.922,266.29,1135.2,143.23,6.288,-0.026411,0.04788,0.81957,1
92.241,82.375,35.46,149.1,1125.1,130.56,7.1407,0.03104,0.097063,0.81576,1
